apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,scout.CA,scout.DS,scout.FC,scout.FF,scout.FD,scout.FS,scout.I,scout.SG,scout.A,scout.G,scout.DE,scout.GS,scout.V,scout.PS,scout.FT,scout.PP,scout.DP,scout.CV,scout.PC,scout.GC
Mateusinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_mK5PRfk.png"">link</a>",-0.8,2,1371,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quagliata,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_kkqhEEK.png"">link</a>",3.0,5,1371,True,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitello,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png"">link</a>",8.4,4,284,True,0.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Victor,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_1bXqoAq.png"">link</a>",-0.3,2,267,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Ramon,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png"">link</a>",4.2,5,1371,True,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Barbosa,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Nn5zqEX.png"">link</a>",5.7,4,277,True,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flaco López,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png"">link</a>",9.7,5,275,True,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Maia,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png"">link</a>",1.2,4,276,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruninho,"<a href=""https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png"">link</a>",12.9,4,280,True,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Du Queiroz,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_iUTg2Sg.png"">link</a>",-0.3,4,264,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitor Roque,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png"">link</a>",2.0,5,293,True,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguelito,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png"">link</a>",0.5,4,277,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus França,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FjNeYnR.png"">link</a>",5.1,4,262,True,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wesley,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png"">link</a>",5.9,2,262,True,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhon Jhon,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png"">link</a>",-1.0,4,275,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lelê,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png"">link</a>",14.2,5,266,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endrick,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png"">link</a>",7.5,5,275,True,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adyson,"<a href=""https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png"">link</a>",0.9,5,327,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Jesus,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png"">link</a>",1.9,4,262,True,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Hugo,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png"">link</a>",5.5,4,262,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hércules,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png"">link</a>",1.7,4,356,True,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamerson,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png"">link</a>",6.0,2,294,True,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Ruiz,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XXpQoGP.png"">link</a>",0.5,4,277,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Caixinha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png"">link</a>",6.65,6,280,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexsander,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png"">link</a>",5.5,2,266,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaio César,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png"">link</a>",1.5,5,294,True,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivo Vieira,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_KID8EWh.png"">link</a>",4.21,6,1371,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png"">link</a>",-0.3,5,284,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talisson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png"">link</a>",3.8,5,280,True,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucca,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png"">link</a>",0.5,5,285,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barros,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png"">link</a>",0.0,4,267,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png"">link</a>",4.4,5,284,True,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cauly,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png"">link</a>",2.0,4,265,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Guilherme,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png"">link</a>",1.6,4,275,True,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepa,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/20/photo_220x220_o3JUWBe.png"">link</a>",3.66,6,283,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Mosquera,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png"">link</a>",5.0,5,280,True,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Isaac,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png"">link</a>",-0.3,5,282,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allyson,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png"">link</a>",2.2,3,1371,True,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mano Menezes,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO.png"">link</a>",4.55,6,285,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_TV5Ba3v.png"">link</a>",7.0,1,266,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Mezenga,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_arJY0Tn.png"">link</a>",1.2,5,277,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafinha,"<a href=""https://s.sde.globo.com/media/person_role/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png"">link</a>",3.4,2,276,True,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Santos,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_1yAQVb2.png"">link</a>",0.0,2,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wellington Paulista,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_8mUcFok.png"">link</a>",2.9,5,327,True,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Heleno,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_msFDFpI.png"">link</a>",4.4,3,293,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JIN8fSy.png"">link</a>",2.4,2,282,True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hulk,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png"">link</a>",6.9,5,282,True,1.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagner Mancini,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png"">link</a>",2.7,6,327,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorival Júnior,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_Lo29Wew.png"">link</a>",4.57,6,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Gaúcho,"<a href=""https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png"">link</a>",8.280000000000001,6,284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cássio,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png"">link</a>",0.5,1,264,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuca,"<a href=""https://s.sde.globo.com/media/person_role/2021/04/27/0ea32497ac7f6b6b22649eecca984fec_FORMATO.png"">link</a>",5.72,6,264,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fagner,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_T3I37Ma.png"">link</a>",3.5,2,264,True,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leomir,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/18/photo_FORMATO.png"">link</a>",3.34,6,294,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Braz,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_kZuG4sE.png"">link</a>",5.0,3,266,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Titi,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png"">link</a>",0.9,3,356,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Ávila,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dFLXQrB.png"">link</a>",1.57,6,290,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png"">link</a>",2.0,1,1371,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giuliano,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png"">link</a>",0.9,4,264,True,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton Ribeiro,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png"">link</a>",1.8,4,262,True,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Teixeira,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png"">link</a>",0.4,4,267,True,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Azevedo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_cX2MCU4.png"">link</a>",0.8,5,327,True,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilberto,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png"">link</a>",0.6,5,283,True,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ganso,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png"">link</a>",6.2,4,266,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Rocha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png"">link</a>",4.7,2,275,True,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edenílson,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png"">link</a>",0.0,4,282,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Moledo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png"">link</a>",1.1,3,285,True,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Patrick,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png"">link</a>",7.9,4,285,True,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png"">link</a>",13.9,4,263,True,1.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camacho,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png"">link</a>",-0.7,4,277,True,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrique Almeida,"<a href=""https://s.sde.globo.com/media/person_role/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png"">link</a>",3.2,5,327,True,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vinicius,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png"">link</a>",5.5,5,290,True,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dudu,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png"">link</a>",8.5,5,275,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gil,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png"">link</a>",2.0,3,264,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png"">link</a>",-1.0,1,276,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Cabral,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png"">link</a>",3.0,1,283,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luciano Castán,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png"">link</a>",1.4,3,283,True,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marinho,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_eiyBkCZ.png"">link</a>",-0.1,5,262,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Sasha,"<a href=""https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png"">link</a>",4.4,4,356,True,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santos,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4U42mWk.png"">link</a>",8.5,1,262,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png"">link</a>",12.5,5,293,True,1.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sidimar,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png"">link</a>",0.9,3,290,True,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Suárez,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png"">link</a>",1.5,5,284,True,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nikão,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png"">link</a>",-0.8,4,283,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png"">link</a>",0.6,2,263,True,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Sasha,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png"">link</a>",9.2,5,280,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel,"<a href=""https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png"">link</a>",1.0,1,294,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marllon,"<a href=""https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png"">link</a>",2.2,3,1371,True,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Sampaoli,"<a href=""https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png"">link</a>",9.52,6,262,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Barbosa,"<a href=""https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hD7TNLn.png"">link</a>",10.8,2,284,True,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
